"iso3"	"country"	"region"	"variable"	"value"
"CZE"	"Czech Republic"	"Eastern Europe"	"1820"	4
NA	"Czechoslovakia (until 1993)"	"Eastern Europe"	"1820"	4
"HUN"	"Hungary"	"Eastern Europe"	"1820"	4
"POL"	"Poland"	"Eastern Europe"	"1820"	4
"MDA"	"Republic of Moldova"	"Eastern Europe"	"1820"	4
"ROU"	"Romania"	"Eastern Europe"	"1820"	4
"RUS"	"Russian Federation"	"Eastern Europe"	"1820"	4
"SVK"	"Slovakia"	"Eastern Europe"	"1820"	4
"UKR"	"Ukraine"	"Eastern Europe"	"1820"	4
NA	"USSR (until 1991)"	"Eastern Europe"	"1820"	4
"BMU"	"Bermuda"	"Latin America and Caribbean"	"1820"	4
"CAN"	"Canada"	"Western Offshoots"	"1820"	3
"GRL"	"Greenland"	"Western Europe"	"1820"	3
"SPM"	"Saint Pierre and Miquelon"	"Latin America and Caribbean"	"1820"	4
"USA"	"United States of America"	"Western Offshoots"	"1820"	3
"AIA"	"Anguilla"	"Latin America and Caribbean"	"1820"	4
"ATG"	"Antigua and Barbuda"	"Latin America and Caribbean"	"1820"	4
"ABW"	"Aruba"	"Latin America and Caribbean"	"1820"	4
"BHS"	"Bahamas"	"Latin America and Caribbean"	"1820"	4
"BRB"	"Barbados"	"Latin America and Caribbean"	"1820"	4
NA	"Bonaire, Saint Eustatius and Saba"	"Latin America and Caribbean"	"1820"	4
"VGB"	"British Virgin Islands"	"Latin America and Caribbean"	"1820"	4
"CYM"	"Cayman Islands"	"Latin America and Caribbean"	"1820"	4
"CUB"	"Cuba"	"Latin America and Caribbean"	"1820"	4
"CUW"	"Curaçao"	"Latin America and Caribbean"	"1820"	4
"DMA"	"Dominica"	"Latin America and Caribbean"	"1820"	4
"DOM"	"Dominican Republic"	"Latin America and Caribbean"	"1820"	4
"GRD"	"Grenada"	"Latin America and Caribbean"	"1820"	4
"GLP"	"Guadeloupe"	"Latin America and Caribbean"	"1820"	4
"HTI"	"Haiti"	"Latin America and Caribbean"	"1820"	4
"JAM"	"Jamaica"	"Latin America and Caribbean"	"1820"	4
"MTQ"	"Martinique"	"Latin America and Caribbean"	"1820"	4
"MSR"	"Montserrat"	"Latin America and Caribbean"	"1820"	4
"ANT"	"Netherlands Antilles (until 2010)"	"Latin America and Caribbean"	"1820"	4
"PRI"	"Puerto Rico"	"Latin America and Caribbean"	"1820"	4
"BLM"	"Saint-Barth_lemy"	"Latin America and Caribbean"	"1820"	4
"KNA"	"Saint Kitts and Nevis"	"Latin America and Caribbean"	"1820"	4
"LCA"	"Saint Lucia"	"Latin America and Caribbean"	"1820"	4
"MAF"	"Saint Martin (French part)"	"Latin America and Caribbean"	"1820"	4
"VCT"	"Saint Vincent and the Grenadines"	"Latin America and Caribbean"	"1820"	4
"SXM"	"Sint Maarten (Dutch part)"	"Latin America and Caribbean"	"1820"	4
"TTO"	"Trinidad and Tobago"	"Latin America and Caribbean"	"1820"	4
"TCA"	"Turks and Caicos Islands"	"Latin America and Caribbean"	"1820"	4
"VIR"	"United States Virgin Islands"	"Latin America and Caribbean"	"1820"	4
"BLZ"	"Belize"	"Latin America and Caribbean"	"1820"	4
"CRI"	"Costa Rica"	"Latin America and Caribbean"	"1820"	4
"SLV"	"El Salvador"	"Latin America and Caribbean"	"1820"	4
"GTM"	"Guatemala"	"Latin America and Caribbean"	"1820"	4
"HND"	"Honduras"	"Latin America and Caribbean"	"1820"	4
"MEX"	"Mexico"	"Latin America and Caribbean"	"1820"	4
"NIC"	"Nicaragua"	"Latin America and Caribbean"	"1820"	4
"PAN"	"Panama"	"Latin America and Caribbean"	"1820"	4
"ARG"	"Argentina"	"Latin America and Caribbean"	"1820"	4
"BOL"	"Bolivia (Plurinational State of)"	"Latin America and Caribbean"	"1820"	4
"BRA"	"Brazil"	"Latin America and Caribbean"	"1820"	4
"CHL"	"Chile"	"Latin America and Caribbean"	"1820"	4
"COL"	"Colombia"	"Latin America and Caribbean"	"1820"	4
"ECU"	"Ecuador"	"Latin America and Caribbean"	"1820"	4
"FLK"	"Falkland Islands (Malvinas)"	"Latin America and Caribbean"	"1820"	4
"GUF"	"French Guiana"	"Latin America and Caribbean"	"1820"	4
"GUY"	"Guyana"	"Latin America and Caribbean"	"1820"	4
"PRY"	"Paraguay"	"Latin America and Caribbean"	"1820"	4
"PER"	"Peru"	"Latin America and Caribbean"	"1820"	4
"SUR"	"Suriname"	"Latin America and Caribbean"	"1820"	4
"URY"	"Uruguay"	"Latin America and Caribbean"	"1820"	4
"VEN"	"Venezuela (Bolivarian Republic of)"	"Latin America and Caribbean"	"1820"	4
"AUS"	"Australia"	"Western Offshoots"	"1820"	3
"NZL"	"New Zealand"	"Western Offshoots"	"1820"	3
"NFK"	"Norfolk Island"	"South and South-East Asia"	"1820"	4
"FJI"	"Fiji"	"South and South-East Asia"	"1820"	4
"NCL"	"New Caledonia"	"South and South-East Asia"	"1820"	4
"PNG"	"Papua New Guinea"	"South and South-East Asia"	"1820"	4
"SLB"	"Solomon Islands"	"South and South-East Asia"	"1820"	4
"VUT"	"Vanuatu"	"South and South-East Asia"	"1820"	4
"GUM"	"Guam"	"South and South-East Asia"	"1820"	4
"KIR"	"Kiribati"	"South and South-East Asia"	"1820"	4
"MHL"	"Marshall Islands"	"South and South-East Asia"	"1820"	4
"FSM"	"Micronesia (Federated States of)"	"South and South-East Asia"	"1820"	4
"NRU"	"Nauru"	"South and South-East Asia"	"1820"	4
"MNP"	"Northern Mariana Islands"	"South and South-East Asia"	"1820"	4
NA	"Pacific Islands (Trust Territory) (1947-1986)"	"South and South-East Asia"	"1820"	4
"PLW"	"Palau"	"South and South-East Asia"	"1820"	4
"ASM"	"American Samoa"	"South and South-East Asia"	"1820"	4
"COK"	"Cook Islands"	"South and South-East Asia"	"1820"	4
"PYF"	"French Polynesia"	"South and South-East Asia"	"1820"	4
"NIU"	"Niue"	"South and South-East Asia"	"1820"	4
"PCN"	"Pitcairn"	"South and South-East Asia"	"1820"	4
"WSM"	"Samoa"	"South and South-East Asia"	"1820"	4
NA	"Tokelau"	"South and South-East Asia"	"1820"	4
"TON"	"Tonga"	"South and South-East Asia"	"1820"	4
"TUV"	"Tuvalu"	"South and South-East Asia"	"1820"	4
"WLF"	"Wallis and Futuna Islands"	"South and South-East Asia"	"1820"	4
"AFG"	"Afghanistan"	"South and South-East Asia"	"1820"	4
"BGD"	"Bangladesh"	"South and South-East Asia"	"1820"	4
"BTN"	"Bhutan"	"South and South-East Asia"	"1820"	4
"IND"	"India"	"South and South-East Asia"	"1820"	4
"IRN"	"Iran (Islamic Republic of)"	"MENA"	"1820"	4
"MDV"	"Maldives"	"South and South-East Asia"	"1820"	4
"NPL"	"Nepal"	"South and South-East Asia"	"1820"	4
"PAK"	"Pakistan"	"South and South-East Asia"	"1820"	4
"LKA"	"Sri Lanka"	"South and South-East Asia"	"1820"	4
"CHN"	"China"	"East Asia"	"1820"	3
"HKG"	"Hong Kong China"	"East Asia"	"1820"	3
"MAC"	"China, Macao Special Administrative Region"	"East Asia"	"1820"	3
"PRK"	"Democratic People's Republic of Korea"	"East Asia"	"1820"	3
"JPN"	"Japan"	"East Asia"	"1820"	3
"MNG"	"Mongolia"	"East Asia"	"1820"	3
"KOR"	"Korea"	"East Asia"	"1820"	3
"BRN"	"Brunei Darussalam"	"South and South-East Asia"	"1820"	4
"KHM"	"Cambodia"	"South and South-East Asia"	"1820"	4
"IDN"	"Indonesia"	"South and South-East Asia"	"1820"	4
"LAO"	"Lao People's Democratic Republic"	"South and South-East Asia"	"1820"	4
"MYS"	"Malaysia"	"South and South-East Asia"	"1820"	4
"MMR"	"Myanmar"	"South and South-East Asia"	"1820"	4
"PHL"	"Philippines"	"South and South-East Asia"	"1820"	4
"SGP"	"Singapore"	"South and South-East Asia"	"1820"	4
"THA"	"Thailand"	"South and South-East Asia"	"1820"	4
"TLS"	"Timor-Leste"	"South and South-East Asia"	"1820"	4
"VNM"	"Viet Nam"	"South and South-East Asia"	"1820"	4
"ARM"	"Armenia"	"Eastern Europe"	"1820"	4
"AZE"	"Azerbaijan"	"Eastern Europe"	"1820"	4
"BHR"	"Bahrain"	"MENA"	"1820"	4
"CYP"	"Cyprus"	"MENA"	"1820"	4
NA	"Democratic Yemen (until 1990)"	"MENA"	"1820"	4
"GEO"	"Georgia"	"Eastern Europe"	"1820"	4
"IRQ"	"Iraq"	"MENA"	"1820"	4
"ISR"	"Israel"	"MENA"	"1820"	4
"JOR"	"Jordan"	"MENA"	"1820"	4
"KWT"	"Kuwait"	"MENA"	"1820"	4
"LBN"	"Lebanon"	"MENA"	"1820"	4
"PSE"	"Palestinian Authority"	"MENA"	"1820"	4
"OMN"	"Oman"	"MENA"	"1820"	4
"QAT"	"Qatar"	"MENA"	"1820"	4
"SAU"	"Saudi Arabia"	"MENA"	"1820"	4
"SYR"	"Syrian Arab Republic"	"MENA"	"1820"	4
"TUR"	"Turkey"	"MENA"	"1820"	4
"ARE"	"United Arab Emirates"	"MENA"	"1820"	4
NA	"Yemen (until 1990)"	"MENA"	"1820"	4
"YEM"	"Yemen"	"MENA"	"1820"	4
"KAZ"	"Kazakhstan"	"Eastern Europe"	"1820"	4
"KGZ"	"Kyrgyzstan"	"Eastern Europe"	"1820"	4
"TJK"	"Tajikistan"	"Eastern Europe"	"1820"	4
"TKM"	"Turkmenistan"	"Eastern Europe"	"1820"	4
"UZB"	"Uzbekistan"	"Eastern Europe"	"1820"	4
"DZA"	"Algeria"	"MENA"	"1820"	4
"EGY"	"Egypt"	"MENA"	"1820"	4
"LBY"	"Libya"	"MENA"	"1820"	4
"MAR"	"Morocco"	"MENA"	"1820"	4
"SSD"	"South Sudan"	"MENA"	"1820"	4
NA	"Sudan (North)"	"MENA"	"1820"	4
"SDN"	"Sudan (until 2011)"	"MENA"	"1820"	4
"TUN"	"Tunisia"	"MENA"	"1820"	4
"ESH"	"Western Sahara"	"MENA"	"1820"	4
"BEN"	"Benin"	"Sub-Saharan Africa"	"1820"	4
"BFA"	"Burkina Faso"	"Sub-Saharan Africa"	"1820"	4
"CPV"	"Cape Verde"	"Sub-Saharan Africa"	"1820"	4
"CIV"	"Cote d'Ivoire"	"Sub-Saharan Africa"	"1820"	4
"GMB"	"Gambia"	"Sub-Saharan Africa"	"1820"	4
"GHA"	"Ghana"	"Sub-Saharan Africa"	"1820"	4
"GIN"	"Guinea"	"Sub-Saharan Africa"	"1820"	4
"GNB"	"Guinea-Bissau"	"Sub-Saharan Africa"	"1820"	4
"LBR"	"Liberia"	"Sub-Saharan Africa"	"1820"	4
"MLI"	"Mali"	"Sub-Saharan Africa"	"1820"	4
"MRT"	"Mauritania"	"Sub-Saharan Africa"	"1820"	4
"NER"	"Niger"	"Sub-Saharan Africa"	"1820"	4
"NGA"	"Nigeria"	"Sub-Saharan Africa"	"1820"	4
"SHN"	"Saint Helena"	"Sub-Saharan Africa"	"1820"	4
"SEN"	"Senegal"	"Sub-Saharan Africa"	"1820"	4
"SLE"	"Sierra Leone"	"Sub-Saharan Africa"	"1820"	4
"TGO"	"Togo"	"Sub-Saharan Africa"	"1820"	4
"AGO"	"Angola"	"Sub-Saharan Africa"	"1820"	4
"CMR"	"Cameroon"	"Sub-Saharan Africa"	"1820"	4
"CAF"	"Central African Republic"	"Sub-Saharan Africa"	"1820"	4
"TCD"	"Chad"	"Sub-Saharan Africa"	"1820"	4
"COG"	"Congo"	"Sub-Saharan Africa"	"1820"	4
"COD"	"Democratic Republic of the Congo"	"Sub-Saharan Africa"	"1820"	4
"GNQ"	"Equatorial Guinea"	"Sub-Saharan Africa"	"1820"	4
"GAB"	"Gabon"	"Sub-Saharan Africa"	"1820"	4
"STP"	"Sao Tome and Principe"	"Sub-Saharan Africa"	"1820"	4
"BWA"	"Botswana"	"Sub-Saharan Africa"	"1820"	4
"LSO"	"Lesotho"	"Sub-Saharan Africa"	"1820"	4
"NAM"	"Namibia"	"Sub-Saharan Africa"	"1820"	4
"ZAF"	"South Africa"	"Sub-Saharan Africa"	"1820"	4
"SWZ"	"Swaziland"	"Sub-Saharan Africa"	"1820"	4
"BDI"	"Burundi"	"Sub-Saharan Africa"	"1820"	4
"COM"	"Comoros"	"Sub-Saharan Africa"	"1820"	4
"DJI"	"Djibouti"	"Sub-Saharan Africa"	"1820"	4
"ERI"	"Eritrea"	"Sub-Saharan Africa"	"1820"	4
NA	"Ethiopia (until 1993)"	"Sub-Saharan Africa"	"1820"	4
"ETH"	"Ethiopia (from 1993)"	"Sub-Saharan Africa"	"1820"	4
"KEN"	"Kenya"	"Sub-Saharan Africa"	"1820"	4
"MDG"	"Madagascar"	"Sub-Saharan Africa"	"1820"	4
"MWI"	"Malawi"	"Sub-Saharan Africa"	"1820"	4
"MUS"	"Mauritius"	"Sub-Saharan Africa"	"1820"	4
"MYT"	"Mayotte"	"Sub-Saharan Africa"	"1820"	4
"MOZ"	"Mozambique"	"Sub-Saharan Africa"	"1820"	4
"REU"	"R_union"	"Sub-Saharan Africa"	"1820"	4
"RWA"	"Rwanda"	"Sub-Saharan Africa"	"1820"	4
"SYC"	"Seychelles"	"Sub-Saharan Africa"	"1820"	4
"SOM"	"Somalia"	"Sub-Saharan Africa"	"1820"	4
"UGA"	"Uganda"	"Sub-Saharan Africa"	"1820"	4
"TZA"	"United Republic of Tanzania"	"Sub-Saharan Africa"	"1820"	4
"ZMB"	"Zambia"	"Sub-Saharan Africa"	"1820"	4
"ZWE"	"Zimbabwe"	"Sub-Saharan Africa"	"1820"	4
"TWN"	"Taiwan"	"East Asia"	"1820"	3
"XKS"	"Kosovo"	"Eastern Europe"	"1820"	4
"AUT"	"Austria"	"Western Europe"	"1870"	2
"BEL"	"Belgium"	"Western Europe"	"1870"	2
NA	"Federal Republic of Germany (until 1990)"	"Western Europe"	"1870"	2
"FRA"	"France"	"Western Europe"	"1870"	2
NA	"German Democratic Republic (until 1990)"	"Eastern Europe"	"1870"	3
"DEU"	"Germany"	"Western Europe"	"1870"	2
"LIE"	"Liechtenstein"	"Western Europe"	"1870"	2
"LUX"	"Luxembourg"	"Western Europe"	"1870"	2
"MCO"	"Monaco"	"Western Europe"	"1870"	2
"NLD"	"Netherlands"	"Western Europe"	"1870"	2
"CHE"	"Switzerland"	"Western Europe"	"1870"	2
"ALA"	"Åland Islands"	"Western Europe"	"1870"	2
NA	"Channel Islands"	"Western Europe"	"1870"	2
"DNK"	"Denmark"	"Western Europe"	"1870"	2
"EST"	"Estonia"	"Eastern Europe"	"1870"	3
"FRO"	"Faeroe Islands"	"Western Europe"	"1870"	2
"FIN"	"Finland"	"Western Europe"	"1870"	2
"GGY"	"Guernsey"	"Western Europe"	"1870"	2
"ISL"	"Iceland"	"Western Europe"	"1870"	2
"IRL"	"Ireland"	"Western Europe"	"1870"	2
"IMN"	"Isle of Man"	"Western Europe"	"1870"	2
"JEY"	"Jersey"	"Western Europe"	"1870"	2
"LVA"	"Latvia"	"Eastern Europe"	"1870"	3
"LTU"	"Lithuania"	"Eastern Europe"	"1870"	3
"NOR"	"Norway"	"Western Europe"	"1870"	2
NA	"Sark"	"Western Europe"	"1870"	2
"SJM"	"Svalbard and Jan Mayen Islands"	"Western Europe"	"1870"	2
"SWE"	"Sweden"	"Western Europe"	"1870"	2
"GBR"	"United Kingdom"	"Western Europe"	"1870"	2
"ALB"	"Albania"	"Eastern Europe"	"1870"	3
"AND"	"Andorra"	"Western Europe"	"1870"	2
"BIH"	"Bosnia and Herzegovina"	"Eastern Europe"	"1870"	3
"HRV"	"Croatia"	"Eastern Europe"	"1870"	3
"GIB"	"Gibraltar"	"Western Europe"	"1870"	2
"GRC"	"Greece"	"Western Europe"	"1870"	2
"VAT"	"Holy See"	"Western Europe"	"1870"	2
"ITA"	"Italy"	"Western Europe"	"1870"	2
"MLT"	"Malta"	"Western Europe"	"1870"	2
"MNE"	"Montenegro"	"Eastern Europe"	"1870"	3
"PRT"	"Portugal"	"Western Europe"	"1870"	2
"SMR"	"San Marino"	"Western Europe"	"1870"	2
"SRB"	"Serbia"	"Eastern Europe"	"1870"	3
NA	"Serbia and Montenegro (until 2006)"	"Eastern Europe"	"1870"	3
"SVN"	"Slovenia"	"Eastern Europe"	"1870"	3
NA	"Socialist Federal Republic of Yugoslavia (until 1992)"	"Eastern Europe"	"1870"	3
"ESP"	"Spain"	"Western Europe"	"1870"	2
"MKD"	"Former Yugoslav Republic of Macedonia"	"Eastern Europe"	"1870"	3
"BLR"	"Belarus"	"Eastern Europe"	"1870"	3
"BGR"	"Bulgaria"	"Eastern Europe"	"1870"	3
"CZE"	"Czech Republic"	"Eastern Europe"	"1870"	3
NA	"Czechoslovakia (until 1993)"	"Eastern Europe"	"1870"	3
"HUN"	"Hungary"	"Eastern Europe"	"1870"	3
"POL"	"Poland"	"Eastern Europe"	"1870"	3
"MDA"	"Republic of Moldova"	"Eastern Europe"	"1870"	3
"ROU"	"Romania"	"Eastern Europe"	"1870"	3
"RUS"	"Russian Federation"	"Eastern Europe"	"1870"	3
"SVK"	"Slovakia"	"Eastern Europe"	"1870"	3
"UKR"	"Ukraine"	"Eastern Europe"	"1870"	3
NA	"USSR (until 1991)"	"Eastern Europe"	"1870"	3
"BMU"	"Bermuda"	"Latin America and Caribbean"	"1870"	3
"CAN"	"Canada"	"Western Offshoots"	"1870"	3
"GRL"	"Greenland"	"Western Europe"	"1870"	2
"SPM"	"Saint Pierre and Miquelon"	"Latin America and Caribbean"	"1870"	3
"USA"	"United States of America"	"Western Offshoots"	"1870"	3
"AIA"	"Anguilla"	"Latin America and Caribbean"	"1870"	3
"ATG"	"Antigua and Barbuda"	"Latin America and Caribbean"	"1870"	3
"ABW"	"Aruba"	"Latin America and Caribbean"	"1870"	3
"BHS"	"Bahamas"	"Latin America and Caribbean"	"1870"	3
"BRB"	"Barbados"	"Latin America and Caribbean"	"1870"	3
NA	"Bonaire, Saint Eustatius and Saba"	"Latin America and Caribbean"	"1870"	3
"VGB"	"British Virgin Islands"	"Latin America and Caribbean"	"1870"	3
"CYM"	"Cayman Islands"	"Latin America and Caribbean"	"1870"	3
"CUB"	"Cuba"	"Latin America and Caribbean"	"1870"	3
"CUW"	"Curaçao"	"Latin America and Caribbean"	"1870"	3
"DMA"	"Dominica"	"Latin America and Caribbean"	"1870"	3
"DOM"	"Dominican Republic"	"Latin America and Caribbean"	"1870"	3
"GRD"	"Grenada"	"Latin America and Caribbean"	"1870"	3
"GLP"	"Guadeloupe"	"Latin America and Caribbean"	"1870"	3
"HTI"	"Haiti"	"Latin America and Caribbean"	"1870"	3
"JAM"	"Jamaica"	"Latin America and Caribbean"	"1870"	3
"MTQ"	"Martinique"	"Latin America and Caribbean"	"1870"	3
"MSR"	"Montserrat"	"Latin America and Caribbean"	"1870"	3
"ANT"	"Netherlands Antilles (until 2010)"	"Latin America and Caribbean"	"1870"	3
"PRI"	"Puerto Rico"	"Latin America and Caribbean"	"1870"	3
"BLM"	"Saint-Barth_lemy"	"Latin America and Caribbean"	"1870"	3
"KNA"	"Saint Kitts and Nevis"	"Latin America and Caribbean"	"1870"	3
"LCA"	"Saint Lucia"	"Latin America and Caribbean"	"1870"	3
"MAF"	"Saint Martin (French part)"	"Latin America and Caribbean"	"1870"	3
"VCT"	"Saint Vincent and the Grenadines"	"Latin America and Caribbean"	"1870"	3
"SXM"	"Sint Maarten (Dutch part)"	"Latin America and Caribbean"	"1870"	3
"TTO"	"Trinidad and Tobago"	"Latin America and Caribbean"	"1870"	3
"TCA"	"Turks and Caicos Islands"	"Latin America and Caribbean"	"1870"	3
"VIR"	"United States Virgin Islands"	"Latin America and Caribbean"	"1870"	3
"BLZ"	"Belize"	"Latin America and Caribbean"	"1870"	3
"CRI"	"Costa Rica"	"Latin America and Caribbean"	"1870"	3
"SLV"	"El Salvador"	"Latin America and Caribbean"	"1870"	3
"GTM"	"Guatemala"	"Latin America and Caribbean"	"1870"	3
"HND"	"Honduras"	"Latin America and Caribbean"	"1870"	3
"MEX"	"Mexico"	"Latin America and Caribbean"	"1870"	3
"NIC"	"Nicaragua"	"Latin America and Caribbean"	"1870"	3
"PAN"	"Panama"	"Latin America and Caribbean"	"1870"	3
"ARG"	"Argentina"	"Latin America and Caribbean"	"1870"	3
"BOL"	"Bolivia (Plurinational State of)"	"Latin America and Caribbean"	"1870"	3
"BRA"	"Brazil"	"Latin America and Caribbean"	"1870"	3
"CHL"	"Chile"	"Latin America and Caribbean"	"1870"	3
"COL"	"Colombia"	"Latin America and Caribbean"	"1870"	3
"ECU"	"Ecuador"	"Latin America and Caribbean"	"1870"	3
"FLK"	"Falkland Islands (Malvinas)"	"Latin America and Caribbean"	"1870"	3
"GUF"	"French Guiana"	"Latin America and Caribbean"	"1870"	3
"GUY"	"Guyana"	"Latin America and Caribbean"	"1870"	3
"PRY"	"Paraguay"	"Latin America and Caribbean"	"1870"	3
"PER"	"Peru"	"Latin America and Caribbean"	"1870"	3
"SUR"	"Suriname"	"Latin America and Caribbean"	"1870"	3
"URY"	"Uruguay"	"Latin America and Caribbean"	"1870"	3
"VEN"	"Venezuela (Bolivarian Republic of)"	"Latin America and Caribbean"	"1870"	3
"AUS"	"Australia"	"Western Offshoots"	"1870"	3
"NZL"	"New Zealand"	"Western Offshoots"	"1870"	3
"NFK"	"Norfolk Island"	"South and South-East Asia"	"1870"	4
"FJI"	"Fiji"	"South and South-East Asia"	"1870"	4
"NCL"	"New Caledonia"	"South and South-East Asia"	"1870"	4
"PNG"	"Papua New Guinea"	"South and South-East Asia"	"1870"	4
"SLB"	"Solomon Islands"	"South and South-East Asia"	"1870"	4
"VUT"	"Vanuatu"	"South and South-East Asia"	"1870"	4
"GUM"	"Guam"	"South and South-East Asia"	"1870"	4
"KIR"	"Kiribati"	"South and South-East Asia"	"1870"	4
"MHL"	"Marshall Islands"	"South and South-East Asia"	"1870"	4
"FSM"	"Micronesia (Federated States of)"	"South and South-East Asia"	"1870"	4
"NRU"	"Nauru"	"South and South-East Asia"	"1870"	4
"MNP"	"Northern Mariana Islands"	"South and South-East Asia"	"1870"	4
NA	"Pacific Islands (Trust Territory) (1947-1986)"	"South and South-East Asia"	"1870"	4
"PLW"	"Palau"	"South and South-East Asia"	"1870"	4
"ASM"	"American Samoa"	"South and South-East Asia"	"1870"	4
"COK"	"Cook Islands"	"South and South-East Asia"	"1870"	4
"PYF"	"French Polynesia"	"South and South-East Asia"	"1870"	4
"NIU"	"Niue"	"South and South-East Asia"	"1870"	4
"PCN"	"Pitcairn"	"South and South-East Asia"	"1870"	4
"WSM"	"Samoa"	"South and South-East Asia"	"1870"	4
NA	"Tokelau"	"South and South-East Asia"	"1870"	4
"TON"	"Tonga"	"South and South-East Asia"	"1870"	4
"TUV"	"Tuvalu"	"South and South-East Asia"	"1870"	4
"WLF"	"Wallis and Futuna Islands"	"South and South-East Asia"	"1870"	4
"AFG"	"Afghanistan"	"South and South-East Asia"	"1870"	4
"BGD"	"Bangladesh"	"South and South-East Asia"	"1870"	4
"BTN"	"Bhutan"	"South and South-East Asia"	"1870"	4
"IND"	"India"	"South and South-East Asia"	"1870"	4
"IRN"	"Iran (Islamic Republic of)"	"MENA"	"1870"	4
"MDV"	"Maldives"	"South and South-East Asia"	"1870"	4
"NPL"	"Nepal"	"South and South-East Asia"	"1870"	4
"PAK"	"Pakistan"	"South and South-East Asia"	"1870"	4
"LKA"	"Sri Lanka"	"South and South-East Asia"	"1870"	4
"CHN"	"China"	"East Asia"	"1870"	3
"HKG"	"Hong Kong China"	"East Asia"	"1870"	3
"MAC"	"China, Macao Special Administrative Region"	"East Asia"	"1870"	3
"PRK"	"Democratic People's Republic of Korea"	"East Asia"	"1870"	3
"JPN"	"Japan"	"East Asia"	"1870"	3
"MNG"	"Mongolia"	"East Asia"	"1870"	3
"KOR"	"Korea"	"East Asia"	"1870"	3
"BRN"	"Brunei Darussalam"	"South and South-East Asia"	"1870"	4
"KHM"	"Cambodia"	"South and South-East Asia"	"1870"	4
"IDN"	"Indonesia"	"South and South-East Asia"	"1870"	4
"LAO"	"Lao People's Democratic Republic"	"South and South-East Asia"	"1870"	4
"MYS"	"Malaysia"	"South and South-East Asia"	"1870"	4
"MMR"	"Myanmar"	"South and South-East Asia"	"1870"	4
"PHL"	"Philippines"	"South and South-East Asia"	"1870"	4
"SGP"	"Singapore"	"South and South-East Asia"	"1870"	4
"THA"	"Thailand"	"South and South-East Asia"	"1870"	4
"TLS"	"Timor-Leste"	"South and South-East Asia"	"1870"	4
"VNM"	"Viet Nam"	"South and South-East Asia"	"1870"	4
"ARM"	"Armenia"	"Eastern Europe"	"1870"	3
"AZE"	"Azerbaijan"	"Eastern Europe"	"1870"	3
"BHR"	"Bahrain"	"MENA"	"1870"	4
